pathway	external_id	source	ensembl_ids
Hexose transport	R-HSA-189200	Reactome	ENSG00000137700,ENSG00000117394,ENSG00000085415,ENSG00000159399,ENSG00000132182,ENSG00000059804,ENSG00000152254,ENSG00000047410,ENSG00000095319,ENSG00000181856,ENSG00000160883,ENSG00000102900,ENSG00000117834,ENSG00000156515,ENSG00000030066,ENSG00000163002,ENSG00000094914,ENSG00000198743,ENSG00000126883,ENSG00000069248,ENSG00000125450,ENSG00000155561,ENSG00000141349,ENSG00000113569,ENSG00000105550,ENSG00000136243,ENSG00000163581,ENSG00000110713,ENSG00000131482,ENSG00000142583,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000084734,ENSG00000213024,ENSG00000111581,ENSG00000100191,ENSG00000153201,ENSG00000140675,ENSG00000100170,ENSG00000075188,ENSG00000120253,ENSG00000138750,ENSG00000106633,ENSG00000101146,ENSG00000093000,ENSG00000196313
fatty acid &beta;-oxidation	FAO-PWY	HumanCyc	ENSG00000138796,ENSG00000197142,ENSG00000068366,ENSG00000198721,ENSG00000060971,ENSG00000164398,ENSG00000151726,ENSG00000123983,ENSG00000127884,ENSG00000115361,ENSG00000072506,ENSG00000113790,ENSG00000103740,ENSG00000167969,ENSG00000167315,ENSG00000116171,ENSG00000130377,ENSG00000138029,ENSG00000140284
Ca2+ pathway	R-HSA-4086398	Reactome	ENSG00000070808,ENSG00000087258,ENSG00000164930,ENSG00000134183,ENSG00000143933,ENSG00000162188,ENSG00000167083,ENSG00000069966,ENSG00000111664,ENSG00000185532,ENSG00000160014,ENSG00000123104,ENSG00000185527,ENSG00000131196,ENSG00000221823,ENSG00000174804,ENSG00000150995,ENSG00000168036,ENSG00000087095,ENSG00000180340,ENSG00000168243,ENSG00000172354,ENSG00000138669,ENSG00000186469,ENSG00000132915,ENSG00000198668,ENSG00000154229,ENSG00000085741,ENSG00000107758,ENSG00000174021,ENSG00000127588,ENSG00000114251,ENSG00000149782,ENSG00000163251,ENSG00000176533,ENSG00000135341,ENSG00000242616,ENSG00000182621,ENSG00000096433,ENSG00000114450,ENSG00000104290,ENSG00000172380,ENSG00000138814,ENSG00000148737,ENSG00000138795,ENSG00000127920,ENSG00000078369,ENSG00000133256,ENSG00000167414,ENSG00000127928,ENSG00000137841
beta-catenin independent WNT signaling	R-HSA-3858494	Reactome	ENSG00000087258,ENSG00000164930,ENSG00000138795,ENSG00000111664,ENSG00000175416,ENSG00000150995,ENSG00000168036,ENSG00000150991,ENSG00000087095,ENSG00000180340,ENSG00000125084,ENSG00000163785,ENSG00000126583,ENSG00000161202,ENSG00000161203,ENSG00000108854,ENSG00000198668,ENSG00000185483,ENSG00000183020,ENSG00000160014,ENSG00000172354,ENSG00000096433,ENSG00000176533,ENSG00000182621,ENSG00000148737,ENSG00000102981,ENSG00000169750,ENSG00000170315,ENSG00000070808,ENSG00000196961,ENSG00000085741,ENSG00000166501,ENSG00000069966,ENSG00000134183,ENSG00000174021,ENSG00000221823,ENSG00000174804,ENSG00000139174,ENSG00000221983,ENSG00000141367,ENSG00000186469,ENSG00000132915,ENSG00000154229,ENSG00000157240,ENSG00000114450,ENSG00000042753,ENSG00000143947,ENSG00000104290,ENSG00000107404,ENSG00000127920,ENSG00000078369,ENSG00000122705,ENSG00000127928,ENSG00000137841,ENSG00000162188,ENSG00000123104,ENSG00000180900,ENSG00000155760,ENSG00000004975,ENSG00000135341,ENSG00000168243,ENSG00000198742,ENSG00000138669,ENSG00000169071,ENSG00000138814,ENSG00000107758,ENSG00000177283,ENSG00000185527,ENSG00000141480,ENSG00000006125,ENSG00000172380,ENSG00000100592,ENSG00000136238,ENSG00000167414,ENSG00000162552,ENSG00000143933,ENSG00000167083,ENSG00000185532,ENSG00000111186,ENSG00000162738,ENSG00000149782,ENSG00000131196,ENSG00000067560,ENSG00000127588,ENSG00000114251,ENSG00000163251,ENSG00000242616,ENSG00000128340,ENSG00000108518,ENSG00000133256
Synthesis of 12-eicosatetraenoic acid derivatives	R-HSA-2142712	Reactome	ENSG00000167468,ENSG00000176153,ENSG00000179477,ENSG00000108839,ENSG00000233276,ENSG00000161905
IL-7 signaling	None	INOH	ENSG00000198793,ENSG00000173757,ENSG00000134480,ENSG00000133275,ENSG00000106799,ENSG00000121989,ENSG00000165059,ENSG00000066468,ENSG00000171132,ENSG00000115085,ENSG00000160867,ENSG00000163558,ENSG00000164885,ENSG00000005249,ENSG00000166851,ENSG00000173327,ENSG00000107968,ENSG00000100030,ENSG00000087095,ENSG00000169032,ENSG00000108984,ENSG00000162434,ENSG00000130758,ENSG00000126583,ENSG00000105397,ENSG00000188191,ENSG00000072133,ENSG00000062524,ENSG00000132155,ENSG00000139625,ENSG00000076984,ENSG00000011566,ENSG00000010671,ENSG00000188130,ENSG00000142875,ENSG00000107643,ENSG00000173846,ENSG00000135446,ENSG00000145675,ENSG00000104432,ENSG00000168685,ENSG00000105976,ENSG00000068078,ENSG00000113721,ENSG00000082701,ENSG00000198400,ENSG00000135409,ENSG00000114124,ENSG00000135605,ENSG00000156711,ENSG00000002330,ENSG00000147168,ENSG00000050748,ENSG00000067606,ENSG00000102755,ENSG00000134070,ENSG00000146648,ENSG00000072062,ENSG00000170312,ENSG00000126934,ENSG00000213923,ENSG00000145349,ENSG00000109339,ENSG00000102882,ENSG00000151292,ENSG00000058404,ENSG00000197442,ENSG00000077782,ENSG00000113712,ENSG00000120899,ENSG00000089022,ENSG00000198001,ENSG00000154229,ENSG00000169118,ENSG00000006062,ENSG00000137764,ENSG00000108946,ENSG00000121879,ENSG00000151892,ENSG00000165025,ENSG00000105723,ENSG00000113263,ENSG00000135341,ENSG00000172680,ENSG00000123374,ENSG00000115592,ENSG00000198909,ENSG00000198873,ENSG00000157404,ENSG00000071242,ENSG00000065559,ENSG00000134058,ENSG00000171094,ENSG00000114739,ENSG00000037280,ENSG00000137843,ENSG00000204217,ENSG00000104365,ENSG00000166484,ENSG00000134853,ENSG00000166483,ENSG00000065675,ENSG00000010810,ENSG00000115170,ENSG00000078061,ENSG00000138696,ENSG00000131791,ENSG00000148660,ENSG00000163513,ENSG00000263528,ENSG00000163785,ENSG00000135503,ENSG00000250506,ENSG00000020426,ENSG00000051382,ENSG00000140443,ENSG00000100077,ENSG00000185386,ENSG00000138669,ENSG00000132356,ENSG00000162409,ENSG00000197122,ENSG00000103653,ENSG00000006432,ENSG00000269335,ENSG00000095015,ENSG00000111725,ENSG00000101349,ENSG00000163932,ENSG00000106617,ENSG00000132964,ENSG00000171608,ENSG00000198055,ENSG00000180370,ENSG00000105639,ENSG00000166501,ENSG00000114302,ENSG00000137275,ENSG00000169398,ENSG00000108443,ENSG00000130669,ENSG00000139567,ENSG00000185532,ENSG00000181929,ENSG00000073803,ENSG00000097046,ENSG00000027075,ENSG00000126561,ENSG00000175634,ENSG00000125388,ENSG00000134308,ENSG00000142208,ENSG00000096968,ENSG00000140992,ENSG00000128052,ENSG00000149269,ENSG00000162889,ENSG00000182866,ENSG00000112062,ENSG00000136807,ENSG00000173020,ENSG00000169967,ENSG00000171105,ENSG00000064300,ENSG00000114738,ENSG00000177189,ENSG00000105647,ENSG00000107779,ENSG00000168067,ENSG00000079277,ENSG00000034152,ENSG00000129465,ENSG00000157764,ENSG00000184216,ENSG00000070808,ENSG00000105810,ENSG00000213341,ENSG00000117020,ENSG00000141551,ENSG00000117676,ENSG00000104312,ENSG00000105221
snRNP Assembly	R-HSA-191859	Reactome	ENSG00000074201,ENSG00000064703,ENSG00000085415,ENSG00000172062,ENSG00000092208,ENSG00000125743,ENSG00000179409,ENSG00000100462,ENSG00000143977,ENSG00000047410,ENSG00000095319,ENSG00000167088,ENSG00000111581,ENSG00000205571,ENSG00000182004,ENSG00000082516,ENSG00000102900,ENSG00000196313,ENSG00000030066,ENSG00000163002,ENSG00000169371,ENSG00000114503,ENSG00000069248,ENSG00000125450,ENSG00000164902,ENSG00000155561,ENSG00000113569,ENSG00000126883,ENSG00000116455,ENSG00000136243,ENSG00000110713,ENSG00000075188,ENSG00000136937,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000137574,ENSG00000213024,ENSG00000132182,ENSG00000125835,ENSG00000100028,ENSG00000094914,ENSG00000153201,ENSG00000152147,ENSG00000142252,ENSG00000120253,ENSG00000138750,ENSG00000139343,ENSG00000101146,ENSG00000093000
Metabolism of non-coding RNA	R-HSA-194441	Reactome	ENSG00000074201,ENSG00000064703,ENSG00000085415,ENSG00000172062,ENSG00000092208,ENSG00000125743,ENSG00000179409,ENSG00000100462,ENSG00000143977,ENSG00000047410,ENSG00000095319,ENSG00000167088,ENSG00000111581,ENSG00000205571,ENSG00000182004,ENSG00000082516,ENSG00000102900,ENSG00000196313,ENSG00000030066,ENSG00000163002,ENSG00000169371,ENSG00000114503,ENSG00000069248,ENSG00000125450,ENSG00000164902,ENSG00000155561,ENSG00000113569,ENSG00000126883,ENSG00000116455,ENSG00000136243,ENSG00000110713,ENSG00000075188,ENSG00000136937,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000137574,ENSG00000213024,ENSG00000132182,ENSG00000125835,ENSG00000100028,ENSG00000094914,ENSG00000153201,ENSG00000152147,ENSG00000142252,ENSG00000120253,ENSG00000138750,ENSG00000139343,ENSG00000101146,ENSG00000093000
Arachidonate production from DAG	R-HSA-426048	Reactome	ENSG00000074416,ENSG00000134780,ENSG00000164535
Tat-mediated HIV elongation arrest and recovery	R-HSA-167243	Reactome	ENSG00000103363,ENSG00000092201,ENSG00000105656,ENSG00000177700,ENSG00000005075,ENSG00000181222,ENSG00000185049,ENSG00000136807,ENSG00000196235,ENSG00000187735,ENSG00000188986,ENSG00000188342,ENSG00000100142,ENSG00000105258,ENSG00000101158,ENSG00000149136,ENSG00000099817,ENSG00000047315,ENSG00000147669,ENSG00000060069,ENSG00000125651,ENSG00000144231,ENSG00000163882,ENSG00000230409,ENSG00000168002,ENSG00000213246,ENSG00000011007,ENSG00000204356,ENSG00000102978,ENSG00000129315,ENSG00000154582
Cation-coupled Chloride cotransporters	R-HSA-426117	Reactome	ENSG00000070915,ENSG00000124067,ENSG00000113504,ENSG00000064651,ENSG00000140199,ENSG00000074803,ENSG00000124140
Extension of Telomeres	R-HSA-180786	Reactome	ENSG00000164362,ENSG00000133119,ENSG00000105486,ENSG00000198056,ENSG00000175792,ENSG00000138346,ENSG00000132383,ENSG00000035928,ENSG00000014138,ENSG00000168496,ENSG00000117748,ENSG00000106628,ENSG00000132646,ENSG00000175482,ENSG00000101868,ENSG00000100823,ENSG00000100479,ENSG00000111445,ENSG00000177084,ENSG00000049541,ENSG00000183207,ENSG00000145912,ENSG00000146143,ENSG00000062822,ENSG00000130826,ENSG00000141499,ENSG00000163918,ENSG00000077514,ENSG00000106399
Pausing and recovery of Tat-mediated HIV elongation	R-HSA-167238	Reactome	ENSG00000103363,ENSG00000092201,ENSG00000105656,ENSG00000177700,ENSG00000005075,ENSG00000181222,ENSG00000185049,ENSG00000136807,ENSG00000196235,ENSG00000187735,ENSG00000188986,ENSG00000188342,ENSG00000100142,ENSG00000105258,ENSG00000101158,ENSG00000149136,ENSG00000099817,ENSG00000047315,ENSG00000147669,ENSG00000060069,ENSG00000125651,ENSG00000144231,ENSG00000163882,ENSG00000230409,ENSG00000168002,ENSG00000213246,ENSG00000011007,ENSG00000204356,ENSG00000102978,ENSG00000129315,ENSG00000154582
Transcription of the HIV genome	R-HSA-167172	Reactome	ENSG00000103363,ENSG00000064313,ENSG00000104884,ENSG00000092201,ENSG00000165632,ENSG00000187325,ENSG00000272047,ENSG00000177700,ENSG00000111358,ENSG00000005075,ENSG00000183474,ENSG00000181222,ENSG00000082258,ENSG00000110768,ENSG00000185049,ENSG00000145736,ENSG00000111880,ENSG00000196235,ENSG00000141384,ENSG00000130699,ENSG00000134480,ENSG00000134058,ENSG00000020426,ENSG00000112592,ENSG00000153767,ENSG00000122728,ENSG00000188342,ENSG00000148835,ENSG00000100142,ENSG00000105258,ENSG00000101158,ENSG00000114503,ENSG00000105656,ENSG00000149136,ENSG00000099817,ENSG00000064995,ENSG00000136807,ENSG00000101654,ENSG00000147133,ENSG00000163161,ENSG00000060069,ENSG00000047315,ENSG00000147669,ENSG00000106290,ENSG00000085231,ENSG00000166337,ENSG00000197780,ENSG00000165417,ENSG00000144231,ENSG00000163882,ENSG00000136937,ENSG00000120656,ENSG00000273841,ENSG00000230409,ENSG00000168002,ENSG00000187735,ENSG00000213246,ENSG00000140307,ENSG00000011007,ENSG00000197265,ENSG00000137947,ENSG00000213780,ENSG00000204356,ENSG00000102978,ENSG00000125651,ENSG00000129315,ENSG00000154582,ENSG00000188986
catecholamine biosynthesis	PWY66-301	HumanCyc	ENSG00000141744,ENSG00000132437,ENSG00000180176,ENSG00000123454
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	R-HSA-163560	Reactome	ENSG00000121769,ENSG00000163586,ENSG00000165059,ENSG00000072062,ENSG00000105974,ENSG00000164687,ENSG00000166819,ENSG00000197416,ENSG00000186298,ENSG00000170323,ENSG00000145384,ENSG00000011198,ENSG00000142875,ENSG00000213639,ENSG00000074416,ENSG00000205186,ENSG00000172531,ENSG00000170231,ENSG00000079435,ENSG00000164434
Miscellaneous substrates	R-HSA-211958	Reactome	ENSG00000100197,ENSG00000073067,ENSG00000186529,ENSG00000167600,ENSG00000186115,ENSG00000187048,ENSG00000142973,ENSG00000155016,ENSG00000162365,ENSG00000171954,ENSG00000021461,ENSG00000171903
Cytochrome P450 - arranged by substrate type	R-HSA-211897	Reactome	ENSG00000073067,ENSG00000012504,ENSG00000130649,ENSG00000138061,ENSG00000115138,ENSG00000186115,ENSG00000036530,ENSG00000282301,ENSG00000140396,ENSG00000172817,ENSG00000180432,ENSG00000160868,ENSG00000138109,ENSG00000186529,ENSG00000179142,ENSG00000197446,ENSG00000134716,ENSG00000267673,ENSG00000197838,ENSG00000167910,ENSG00000059377,ENSG00000111012,ENSG00000161513,ENSG00000140465,ENSG00000231852,ENSG00000106258,ENSG00000001630,ENSG00000186204,ENSG00000186526,ENSG00000171903,ENSG00000165841,ENSG00000186104,ENSG00000137714,ENSG00000124212,ENSG00000160882,ENSG00000135929,ENSG00000003137,ENSG00000187048,ENSG00000160870,ENSG00000142973,ENSG00000138115,ENSG00000148795,ENSG00000197408,ENSG00000095596,ENSG00000019186,ENSG00000084676,ENSG00000100197,ENSG00000108242,ENSG00000198077,ENSG00000140459,ENSG00000187553,ENSG00000186350,ENSG00000137869,ENSG00000167600,ENSG00000155016,ENSG00000171954,ENSG00000140505,ENSG00000146233,ENSG00000021461,ENSG00000255974,ENSG00000162365
Dopamine Neurotransmitter Release Cycle	R-HSA-212676	Reactome	ENSG00000168993,ENSG00000132639,ENSG00000104863,ENSG00000139220,ENSG00000106089,ENSG00000111052,ENSG00000198722,ENSG00000131626,ENSG00000220205,ENSG00000067715,ENSG00000165646,ENSG00000143847,ENSG00000105649,ENSG00000079841,ENSG00000185666,ENSG00000107282,ENSG00000005379,ENSG00000136854,ENSG00000157152,ENSG00000177380,ENSG00000008056,ENSG00000148943,ENSG00000147044
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	R-HSA-428359	Reactome	ENSG00000159217,ENSG00000136231,ENSG00000073792
mTOR signaling pathway	mtor_4pathway	PID	ENSG00000108953,ENSG00000072310,ENSG00000126934,ENSG00000164327,ENSG00000100811,ENSG00000155876,ENSG00000108443,ENSG00000174775,ENSG00000167965,ENSG00000175793,ENSG00000161960,ENSG00000165699,ENSG00000102882,ENSG00000118515,ENSG00000119487,ENSG00000150593,ENSG00000130779,ENSG00000155792,ENSG00000166913,ENSG00000134308,ENSG00000133703,ENSG00000172115,ENSG00000142208,ENSG00000186654,ENSG00000169032,ENSG00000168209,ENSG00000198793,ENSG00000140464,ENSG00000109819,ENSG00000141564,ENSG00000104365,ENSG00000116954,ENSG00000132155,ENSG00000154229,ENSG00000164924,ENSG00000175224,ENSG00000063046,ENSG00000105173,ENSG00000083750,ENSG00000103197,ENSG00000075651,ENSG00000023287,ENSG00000085721,ENSG00000123374,ENSG00000213281,ENSG00000187840,ENSG00000204673,ENSG00000025039,ENSG00000177169,ENSG00000151247,ENSG00000106615,ENSG00000157764,ENSG00000176171,ENSG00000129219,ENSG00000100030,ENSG00000167658,ENSG00000100227,ENSG00000140992,ENSG00000117676,ENSG00000169047,ENSG00000128245,ENSG00000103319,ENSG00000083290,ENSG00000170027
Histidine metabolism	Histidine metabolism	EHMN	ENSG00000179520,ENSG00000131471,ENSG00000002726,ENSG00000104888,ENSG00000110436,ENSG00000188338,ENSG00000105143,ENSG00000139209,ENSG00000105281,ENSG00000189221,ENSG00000091664,ENSG00000111275,ENSG00000112499,ENSG00000173638,ENSG00000069535,ENSG00000164904,ENSG00000150656,ENSG00000146477,ENSG00000115902,ENSG00000106688,ENSG00000036565,ENSG00000165646,ENSG00000108602,ENSG00000123643,ENSG00000183044,ENSG00000079215,ENSG00000112855,ENSG00000017483,ENSG00000268104,ENSG00000084110,ENSG00000134294,ENSG00000143149,ENSG00000137124,ENSG00000162383,ENSG00000101438
Lysine metabolism	Lysine metabolism	EHMN	ENSG00000176974,ENSG00000167123,ENSG00000204371,ENSG00000104885,ENSG00000120253,ENSG00000183032,ENSG00000099381,ENSG00000101945,ENSG00000132182,ENSG00000165671,ENSG00000075188,ENSG00000183955,ENSG00000095319,ENSG00000119689,ENSG00000197444,ENSG00000102900,ENSG00000143379,ENSG00000181090,ENSG00000030066,ENSG00000163002,ENSG00000181555,ENSG00000126883,ENSG00000185973,ENSG00000164904,ENSG00000125450,ENSG00000155561,ENSG00000147548,ENSG00000113569,ENSG00000198088,ENSG00000065427,ENSG00000105607,ENSG00000108602,ENSG00000110713,ENSG00000182199,ENSG00000008311,ENSG00000152455,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000069248,ENSG00000111275,ENSG00000213024,ENSG00000111581,ENSG00000109576,ENSG00000136169,ENSG00000055609,ENSG00000185420,ENSG00000143552,ENSG00000179761,ENSG00000153201,ENSG00000145391,ENSG00000105953,ENSG00000116539,ENSG00000136243,ENSG00000138750,ENSG00000109685,ENSG00000143149,ENSG00000093000,ENSG00000137124
NOD1/2 Signaling Pathway	R-HSA-168638	Reactome	ENSG00000124208,ENSG00000078747,ENSG00000175104,ENSG00000177889,ENSG00000135341,ENSG00000185386,ENSG00000108984,ENSG00000104365,ENSG00000137752,ENSG00000055208,ENSG00000023445,ENSG00000106144,ENSG00000187796,ENSG00000244687,ENSG00000167207,ENSG00000196954,ENSG00000240849,ENSG00000269335,ENSG00000132906,ENSG00000112062,ENSG00000276380,ENSG00000118503,ENSG00000110330,ENSG00000083799,ENSG00000064012,ENSG00000184216,ENSG00000100324,ENSG00000213341,ENSG00000157625,ENSG00000188130,ENSG00000156711,ENSG00000134070,ENSG00000106100,ENSG00000104312
Inflammasomes	R-HSA-622312	Reactome	ENSG00000091592,ENSG00000136810,ENSG00000163568,ENSG00000171791,ENSG00000171552,ENSG00000265972,ENSG00000103490,ENSG00000162711,ENSG00000165416,ENSG00000096384,ENSG00000137752,ENSG00000089041,ENSG00000140368,ENSG00000103313,ENSG00000091106
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	R-HSA-168643	Reactome	ENSG00000091592,ENSG00000124208,ENSG00000078747,ENSG00000171791,ENSG00000175104,ENSG00000177889,ENSG00000135341,ENSG00000185386,ENSG00000108984,ENSG00000136810,ENSG00000162711,ENSG00000096384,ENSG00000244687,ENSG00000089041,ENSG00000140368,ENSG00000055208,ENSG00000103313,ENSG00000023445,ENSG00000163568,ENSG00000187796,ENSG00000104365,ENSG00000167207,ENSG00000171552,ENSG00000265972,ENSG00000196954,ENSG00000240849,ENSG00000165416,ENSG00000269335,ENSG00000137752,ENSG00000188130,ENSG00000132906,ENSG00000112062,ENSG00000276380,ENSG00000091106,ENSG00000118503,ENSG00000110330,ENSG00000083799,ENSG00000064012,ENSG00000184216,ENSG00000100324,ENSG00000213341,ENSG00000157625,ENSG00000103490,ENSG00000106144,ENSG00000156711,ENSG00000134070,ENSG00000106100,ENSG00000104312
adenine and adenosine salvage I	P121-PWY	HumanCyc	ENSG00000198931
Urea cycle and metabolism of arginine, proline, glutamate, aspartate and asparagine	Urea cycle and metabolism of arginine, proline, glutamate, aspartate and asparagine	EHMN	ENSG00000182890,ENSG00000122884,ENSG00000072210,ENSG00000002726,ENSG00000011083,ENSG00000157103,ENSG00000085871,ENSG00000117593,ENSG00000102900,ENSG00000100033,ENSG00000143198,ENSG00000148832,ENSG00000103356,ENSG00000198088,ENSG00000132744,ENSG00000188338,ENSG00000111181,ENSG00000111581,ENSG00000268104,ENSG00000166825,ENSG00000072682,ENSG00000010379,ENSG00000101438,ENSG00000069535,ENSG00000111371,ENSG00000115758,ENSG00000149380,ENSG00000132182,ENSG00000104687,ENSG00000203797,ENSG00000038002,ENSG00000030066,ENSG00000111275,ENSG00000197448,ENSG00000163002,ENSG00000069248,ENSG00000102743,ENSG00000243989,ENSG00000125166,ENSG00000065154,ENSG00000143552,ENSG00000139496,ENSG00000108559,ENSG00000075188,ENSG00000183048,ENSG00000107819,ENSG00000183044,ENSG00000135423,ENSG00000100577,ENSG00000001084,ENSG00000134294,ENSG00000143149,ENSG00000036473,ENSG00000023909,ENSG00000159423,ENSG00000132164,ENSG00000135821,ENSG00000087299,ENSG00000105281,ENSG00000189221,ENSG00000164867,ENSG00000126883,ENSG00000233276,ENSG00000164904,ENSG00000125450,ENSG00000120253,ENSG00000171766,ENSG00000161653,ENSG00000113569,ENSG00000120329,ENSG00000148672,ENSG00000178537,ENSG00000137513,ENSG00000021826,ENSG00000008394,ENSG00000155561,ENSG00000138750,ENSG00000110887,ENSG00000093000,ENSG00000137124,ENSG00000131471,ENSG00000183010,ENSG00000136750,ENSG00000139209,ENSG00000095319,ENSG00000146282,ENSG00000112294,ENSG00000110713,ENSG00000167468,ENSG00000185624,ENSG00000162396,ENSG00000108602,ENSG00000136243,ENSG00000115419,ENSG00000095321,ENSG00000124789,ENSG00000213024,ENSG00000123643,ENSG00000116771,ENSG00000104951,ENSG00000017483,ENSG00000059573,ENSG00000153201
Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	EHMN	ENSG00000198130,ENSG00000111371,ENSG00000083123,ENSG00000127884,ENSG00000060982,ENSG00000138796,ENSG00000113790,ENSG00000139209,ENSG00000003989,ENSG00000128928,ENSG00000138029,ENSG00000155368,ENSG00000155380,ENSG00000105552,ENSG00000114054,ENSG00000115361,ENSG00000167703,ENSG00000175198,ENSG00000133835,ENSG00000131844,ENSG00000149150,ENSG00000164904,ENSG00000011376,ENSG00000196177,ENSG00000103257,ENSG00000248098,ENSG00000108602,ENSG00000167315,ENSG00000091140,ENSG00000084754,ENSG00000183044,ENSG00000117305,ENSG00000122971,ENSG00000119711,ENSG00000137411,ENSG00000204394,ENSG00000072506,ENSG00000139514,ENSG00000168003,ENSG00000165349,ENSG00000268104,ENSG00000078070,ENSG00000117054,ENSG00000106049,ENSG00000067704,ENSG00000111275,ENSG00000143149,ENSG00000137124,ENSG00000148090
Butanoate metabolism	Butanoate metabolism	EHMN	ENSG00000121310,ENSG00000127884,ENSG00000113790,ENSG00000166743,ENSG00000138029,ENSG00000155368,ENSG00000141526,ENSG00000134240,ENSG00000109576,ENSG00000118596,ENSG00000164904,ENSG00000007216,ENSG00000161267,ENSG00000084754,ENSG00000158296,ENSG00000083720,ENSG00000122971,ENSG00000155380,ENSG00000183048,ENSG00000164039,ENSG00000198754,ENSG00000111275,ENSG00000137124
Fructose and mannose metabolism	Fructose and mannose metabolism	EHMN	ENSG00000197496,ENSG00000136856,ENSG00000146411,ENSG00000136872,ENSG00000160326,ENSG00000109667,ENSG00000163581,ENSG00000140675,ENSG00000173262,ENSG00000117394,ENSG00000117834,ENSG00000156515,ENSG00000100170,ENSG00000142583,ENSG00000154025,ENSG00000198743,ENSG00000148942,ENSG00000133460,ENSG00000059804,ENSG00000197241,ENSG00000181856
Galactose metabolism	Galactose metabolism	EHMN	ENSG00000197496,ENSG00000095139,ENSG00000184432,ENSG00000257335,ENSG00000109667,ENSG00000122218,ENSG00000133460,ENSG00000089597,ENSG00000205060,ENSG00000141959,ENSG00000115850,ENSG00000181856,ENSG00000130958,ENSG00000102393,ENSG00000173262,ENSG00000117411,ENSG00000117834,ENSG00000102100,ENSG00000117620,ENSG00000158850,ENSG00000129083,ENSG00000170266,ENSG00000121578,ENSG00000148942,ENSG00000163581,ENSG00000158623,ENSG00000086062,ENSG00000171298,ENSG00000146411,ENSG00000105669,ENSG00000067057,ENSG00000059804,ENSG00000181789,ENSG00000152556,ENSG00000136856,ENSG00000160326,ENSG00000140675,ENSG00000100170,ENSG00000163521,ENSG00000154025,ENSG00000117394,ENSG00000085662,ENSG00000197241,ENSG00000167531
Glycolysis and Gluconeogenesis	Glycolysis and Gluconeogenesis	EHMN	ENSG00000171314,ENSG00000158571,ENSG00000082212,ENSG00000110435,ENSG00000147576,ENSG00000132182,ENSG00000108559,ENSG00000141959,ENSG00000150768,ENSG00000154930,ENSG00000069248,ENSG00000067225,ENSG00000030066,ENSG00000163002,ENSG00000141526,ENSG00000155380,ENSG00000062485,ENSG00000111275,ENSG00000102900,ENSG00000117448,ENSG00000156515,ENSG00000095319,ENSG00000118596,ENSG00000100075,ENSG00000126883,ENSG00000124253,ENSG00000164904,ENSG00000125450,ENSG00000170950,ENSG00000155561,ENSG00000151376,ENSG00000065833,ENSG00000100889,ENSG00000198088,ENSG00000136243,ENSG00000108602,ENSG00000113569,ENSG00000110713,ENSG00000091140,ENSG00000131482,ENSG00000173599,ENSG00000067057,ENSG00000111674,ENSG00000124789,ENSG00000108515,ENSG00000131828,ENSG00000074800,ENSG00000213024,ENSG00000111581,ENSG00000183048,ENSG00000152556,ENSG00000168291,ENSG00000143552,ENSG00000136872,ENSG00000153201,ENSG00000137124,ENSG00000075188,ENSG00000120253,ENSG00000172497,ENSG00000138750,ENSG00000100156,ENSG00000143149,ENSG00000139496,ENSG00000093000,ENSG00000163114,ENSG00000105220
Pentose phosphate pathway	Pentose phosphate pathway	EHMN	ENSG00000132182,ENSG00000004468,ENSG00000049239,ENSG00000095319,ENSG00000102900,ENSG00000030066,ENSG00000163002,ENSG00000126883,ENSG00000069248,ENSG00000125450,ENSG00000120253,ENSG00000142185,ENSG00000198088,ENSG00000136243,ENSG00000113569,ENSG00000110713,ENSG00000007350,ENSG00000075188,ENSG00000143552,ENSG00000139496,ENSG00000124789,ENSG00000108559,ENSG00000213024,ENSG00000111581,ENSG00000136872,ENSG00000153201,ENSG00000155561,ENSG00000138750,ENSG00000093000
Propanoate metabolism	Propanoate metabolism	EHMN	ENSG00000198130,ENSG00000196177,ENSG00000155368,ENSG00000119711,ENSG00000146085,ENSG00000124370,ENSG00000127884,ENSG00000115361,ENSG00000154930,ENSG00000113790,ENSG00000117054,ENSG00000175198,ENSG00000084754,ENSG00000111275,ENSG00000103150,ENSG00000164904,ENSG00000137124,ENSG00000138029
TCA cycle	TCA cycle	EHMN	ENSG00000108528,ENSG00000014641,ENSG00000122729,ENSG00000138413,ENSG00000172340,ENSG00000073578,ENSG00000197444,ENSG00000067829,ENSG00000158296,ENSG00000143252,ENSG00000100412,ENSG00000091483,ENSG00000119689,ENSG00000100075,ENSG00000124253,ENSG00000100889,ENSG00000141485,ENSG00000062485,ENSG00000091140,ENSG00000117118,ENSG00000163541,ENSG00000166411,ENSG00000007216,ENSG00000101365,ENSG00000182054,ENSG00000204370,ENSG00000105953,ENSG00000146701,ENSG00000125246,ENSG00000136143
