SET_ID	Metabolites	Pathways
SET_252	ADP;arginine;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;citrulline;GDP;glutamate_HILIC-pos;glycine;Sphingosine_1-Phosphate;sphingosine_C8-pos;sphingosine_HILIC-pos	Reactome:VEGFA-VEGFR2 Pathway|Reactome:Signaling by VEGF
SET_253	ADP;arginine;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;glycine;methionine;serine	Wikipathways:Folate Metabolism
SET_254	ADP;arginine;ascorbate;citrulline;Palmitic_acid;phenylalanine	Reactome:Metabolism of nitric oxide|Wikipathways:Metabolism of nitric oxide|Reactome:eNOS activation and regulation
SET_255	ADP;arginine;citrulline	Reactome:VEGFR2 mediated vascular permeability
SET_256	ADP;arginine;citrulline;GDP;niacinamide	Reactome:Infectious disease
SET_257	ADP;arginine;citrulline;Palmitic_acid	Reactome:eNOS activation
SET_258	ADP;arginine;creatine;creatinine;glycine;guanidinoacetic_acid;ornithine	Reactome:Creatine metabolism
SET_259	ADP;ascorbate;phenylalanine	Reactome:Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation
SET_260	ADP;aspartate;IMP	HumanCyc:inosine-5,-phosphate biosynthesis
SET_261	ADP;aspartate;glucuronate	Reactome:Glycosaminoglycan metabolism|Wikipathways:Glycosaminoglycan metabolism
SET_262	ADP;aspartate;glutamate_HILIC-pos;glutamine	HumanCyc:UMP biosynthesis|Reactome:Pyrimidine biosynthesis|HumanCyc:superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis|HumanCyc:superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis
SET_263	ADP;beta-alanine;Dihydrothymine;glutamine;N-carbamoyl-beta-alanine;thymine;uracil;uridine	SMPDB:UMP Synthase Deiciency (Orotic Aciduria)|SMPDB:MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)|SMPDB:Dihydropyrimidinase Deficiency|SMPDB:Pyrimidine Metabolism|SMPDB:Beta Ureidopropionase Deficiency
SET_264	ADP;beta-alanine;histidine	HumanCyc:carnosine biosynthesis
SET_265	ADP;choline;DHAP/glyceraldehyde_3P;inositol;phosphocholine;phosphoethanolamine;serine	Wikipathways:Glycerophospholipid Biosynthetic Pathway
SET_266	ADP;choline;phosphocholine	HumanCyc:phosphatidylcholine biosynthesis
SET_267	ADP;creatine	HumanCyc:creatine-phosphate biosynthesis
SET_268	ADP;fucose	HumanCyc:GDP-L-fucose biosynthesis II (from L-fucose)
SET_269	ADP;gentisate	Reactome:Iron uptake and transport
SET_270	ADP;glucuronate;inositol	Wikipathways:Inositol phosphate metabolism|SMPDB:Inositol Metabolism|INOH:Inositol phosphate metabolism
SET_271	ADP;glutamate_HILIC-pos	SMPDB:Folate Metabolism|SMPDB:Methotrexate Action Pathway|SMPDB:Folate malabsorption, hereditary
SET_272	ADP;glutamate_HILIC-pos;glutamine	Reactome:Neurotransmitter uptake and Metabolism In Glial Cells|Wikipathways:Neurotransmitter uptake and Metabolism In Glial Cells|Reactome:Astrocytic Glutamate-Glutamine Uptake And Metabolism|HumanCyc:UTP and CTP <i>de novo</i> biosynthesis|HumanCyc:glutamine biosynthesis|HumanCyc:UTP and CTP dephosphorylation II
SET_273	ADP;glutamate_HILIC-pos;glutamine;glycine	HumanCyc:5-aminoimidazole ribonucleotide biosynthesis
SET_274	ADP;glutamate_HILIC-pos;glutamine;hexose_monophosphate;PEP	INOH:Aminosugars metabolism
SET_275	ADP;glutamate_HILIC-pos;glutamine;hexose_monophosphate;PEP;pyruvate	SMPDB:Sialuria or French Type Sialuria|SMPDB:Tay-Sachs Disease|SMPDB:Salla Disease/Infantile Sialic Acid Storage Disease|SMPDB:Amino Sugar Metabolism|Reactome:Synthesis of substrates in N-glycan biosythesis|SMPDB:G(M2)-Gangliosidosis: Variant B, Tay-sachs disease
SET_276	ADP;glutamate_HILIC-pos;glutamine;uridine	HumanCyc:UTP and CTP dephosphorylation I
SET_277	ADP;glutamate_HILIC-pos;glycine	Reactome:CREB phosphorylation through the activation of CaMKII|HumanCyc:glutathione biosynthesis
SET_278	ADP;glutamate_HILIC-pos;glycine;serine	Reactome:Metabolism of folate and pterines|HumanCyc:folate polyglutamylation|EHMN:Vitamin B9 (folate) metabolism
SET_279	ADP;glutamate_HILIC-pos;methionine;pyruvate;taurine_HILIC-neg;taurine_HILIC-pos	Wikipathways:Trans-sulfuration pathway
SET_280	ADP;glutamate_HILIC-pos;proline	HumanCyc:proline biosynthesis
SET_281	ADP;glycine;methionine;serine	HumanCyc:folate transformations I
SET_282	ADP;hexose_monophosphate	Wikipathways:Hexose transport|Reactome:Hexose transport|Reactome:Glucose transport
SET_283	ADP;inositol	HumanCyc:D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis|HumanCyc:superpathway of inositol phosphate compounds|SMPDB:Inositol Phosphate Metabolism|HumanCyc:3-phosphoinositide biosynthesis|HumanCyc:superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism
SET_284	ADP;inositol;sorbitol	SMPDB:Galactose Metabolism|SMPDB:Galactosemia
SET_285	ADP;lactate;pyruvate	Reactome:Pyruvate metabolism
SET_286	ADP;lysine	EHMN:Lipoate metabolism|EHMN:Vitamin H (biotin) metabolism
SET_287	ADP;malate;pyruvate	SMPDB:Transfer of Acetyl Groups into Mitochondria
SET_288	ADP;methionine	Reactome:Cobalamin (Cbl, vitamin B12) transport and metabolism
SET_289	ADP;niacinamide	Wikipathways:Cellular response to heat stress|Reactome:Cellular response to heat stress|Wikipathways:TCF dependent signaling in response to WNT|Reactome:Regulation of HSF1-mediated heat shock response|Reactome:Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer|Reactome:Signaling by TGF-beta Receptor Complex|Wikipathways:Transcriptional activity of SMAD2-SMAD3-SMAD4 heterotrimer|Reactome:TCF dependent signaling in response to WNT
SET_290	ADP;phosphocholine;phosphoethanolamine	SMPDB:Lamivudine Metabolism Pathway
SET_291	ADP;phosphoethanolamine	HumanCyc:phosphatidylethanolamine biosynthesis II
SET_292	ADP;pyruvate	Reactome:Regulation of pyruvate dehydrogenase (PDH) complex
SET_293	ADP;serotonin	SMPDB:Ketobemidone  Action Pathway|SMPDB:Cocaine Action Pathway|SMPDB:Dibucaine Action Pathway|SMPDB:Oxycodone Action Pathway|SMPDB:Levallorphan Action Pathway|SMPDB:Procaine Action Pathway|SMPDB:Pentazocine Action Pathway|SMPDB:Sufentanil Action Pathway|SMPDB:Heroin Action Pathway|SMPDB:Dimethylthiambutene Action Pathway|SMPDB:Codeine Action Pathway|SMPDB:Fluoxetine Action Pathway|SMPDB:Proparacaine Action Pathway|SMPDB:Alfentanil Action Pathway|SMPDB:Citalopram Action Pathway|SMPDB:Lidocaine (Local Anaesthetic) Action Pathway|SMPDB:Methadone Action Pathway|SMPDB:Levomethadyl Acetate Action Action Pathway|SMPDB:Imipramine Action Pathway|SMPDB:Remifentanil Action Pathway|SMPDB:Alvimopan Action Pathway|SMPDB:Methadyl Acetate Action Pathway|SMPDB:Mepivacaine Action Pathway|SMPDB:Nicotine Action Pathway|SMPDB:Buprenorphine Action Pathway|SMPDB:Hydrocodone Action Pathway|SMPDB:Levobupivacaine Action Pathway|SMPDB:Dezocine Action Pathway|SMPDB:Ethylmorphine Action Pathway|SMPDB:Carfentanil Action Pathway|SMPDB:Chloroprocaine Action Pathway|SMPDB:Fentanyl Action Pathway|SMPDB:Nalbuphine Action Pathway|SMPDB:Morphine Action Pathway|SMPDB:Naloxone Action Pathway|SMPDB:Hydromorphone Action Pathway|SMPDB:Dihydromorphine Action Pathway|SMPDB:Desipramine Action Pathway|SMPDB:Prilocaine Action Pathway|SMPDB:Oxymorphone Action Pathway|SMPDB:Benzocaine Action Pathway|SMPDB:Propoxyphene Action Pathway|SMPDB:3-Methylthiofentanyl Action Pathway|SMPDB:Anileridine Action Pathway|SMPDB:Oxybuprocaine Action Pathway|SMPDB:Ropivacaine Action Pathway|SMPDB:Escitalopram Action Pathway|SMPDB:Diphenoxylate Action Pathway|SMPDB:Tramadol Action Action Pathway|SMPDB:Naltrexone Action Pathway|SMPDB:Levorphanol Action Pathway|SMPDB:Bupivacaine Action Pathway
SET_294	ADP;sorbitol	EHMN:Galactose metabolism
SET_295	ADP;succinate	KEGG:Oxidative phosphorylation - Homo sapiens (human)
SET_296	ADP;threonine	SMPDB:Threonine and 2-Oxobutanoate Degradation
SET_297	ADP;thymine;uracil;uridine	Reactome:Pyrimidine salvage reactions
SET_298	ADP;urate_HILIC-neg;urate_HILIC-pos	Reactome:Stimuli-sensing channels
SET_299	ADP;uridine	HumanCyc:pyrimidine ribonucleosides salvage I
SET_300	AMP;Arachidonic_acid	EHMN:Omega-6 fatty acid metabolism
SET_301	AMP;Arachidonic_acid;Chenodeoxycholate;Cortexolone;Cortisol;Deoxycholate;Dodecanoic_acid;Lithocholate;putrescine;serotonin;spermidine;trimethylamine-N-oxide	Reactome:Phase 1 - Functionalization of compounds
SET_302	AMP;Arachidonic_acid;Cortexolone;Cortisol;Dodecanoic_acid;putrescine;serotonin;spermidine;trimethylamine-N-oxide	Wikipathways:Phase 1 - Functionalization of compounds
SET_303	AMP;Arachidonic_acid;Docosahexaenoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Linoleic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;Stearic_acid	HumanCyc:fatty acid activation
SET_304	AMP;Arachidonic_acid;Palmitic_acid	Reactome:Synthesis of very long-chain fatty acyl-CoAs
SET_305	AMP;Arachidonic_acid;glycine	EHMN:Leukotriene metabolism
SET_306	AMP;C16_carnitine;carnitine;Palmitic_acid	SMPDB:Trifunctional protein deficiency|SMPDB:Ethylmalonic Encephalopathy|SMPDB:Carnitine palmitoyl transferase deficiency (II)|SMPDB:Carnitine palmitoyl transferase deficiency (I)|SMPDB:Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency)|SMPDB:Fatty acid Metabolism|SMPDB:Medium chain acyl-coa dehydrogenase deficiency (MCAD)|SMPDB:Long chain acyl-CoA dehydrogenase deficiency (LCAD)|SMPDB:Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)
SET_307	AMP;Capric_acid;Caprylic_acid;caprylic_acid;Dodecanoic_acid;Myristic_acid;Palmitic_acid;Stearic_acid	HumanCyc:fatty acid &beta;-oxidation (peroxisome)|HumanCyc:fatty acid &beta;-oxidation
SET_308	AMP;Caprylic_acid;caprylic_acid;methionine	HumanCyc:lipoate biosynthesis and incorporation
SET_309	AMP;Dodecanoic_acid	SMPDB:Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids
SET_310	AMP;GDP	BioCarta:chrebp regulation by carbohydrates and camp
SET_311	AMP;IMP;pentose_monophosphate	Reactome:Phosphate bond hydrolysis by NUDT proteins
SET_312	AMP;Linoleic_acid	HumanCyc:&gamma;-linolenate biosynthesis|EHMN:Di-unsaturated fatty acid beta-oxidation
SET_313	AMP;Palmitic_acid;Stearic_acid	HumanCyc:fatty acid &alpha;-oxidation III|HumanCyc:stearate biosynthesis
SET_314	AMP;arginine;aspartate;citrulline	HumanCyc:citrulline-nitric oxide cycle
SET_315	AMP;arginine;citrulline	BioCarta:actions of nitric oxide in the heart
SET_316	AMP;carnitine;Stearic_acid	SMPDB:Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids
SET_317	AMP;glutamate_HILIC-pos;glutamine;quinolinate	HumanCyc:NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
SET_318	AMP;glutamine	SMPDB:Phenylacetate Metabolism|Reactome:Conjugation of phenylacetate with glutamine
SET_319	AMP;glutamine;glycine;hippurate;Salicylic_acid;salicylurate;Salicyluric_acid	Reactome:Conjugation of carboxylic acids|Reactome:Amino Acid conjugation
SET_320	AMP;glycine;Glycochenodeoxycholate;Glycocholate;glycocholate;taurine_HILIC-neg;taurine_HILIC-pos;Taurochenodeoxycholate	HumanCyc:bile acid biosynthesis, neutral pathway
SET_321	AMP;glycine;Salicylic_acid;salicylurate;Salicyluric_acid	Reactome:Conjugation of salicylate with glycine
SET_322	AMP;glycine;hippurate	Wikipathways:Amino acid conjugation of benzoic acid|Reactome:Conjugation of benzoate with glycine
SET_323	AMP;lysine	Reactome:Biotin transport and metabolism|EHMN:Vitamin E metabolism
SET_324	AMP;niacinamide	HumanCyc:tRNA splicing
SET_325	AMP;pentose_monophosphate	Reactome:5-Phosphoribose 1-diphosphate biosynthesis
SET_326	AMP;spermidine	Wikipathways:Gamma carboxylation, hypusine formation and arylsulfatase activation|Reactome:Gamma carboxylation, hypusine formation and arylsulfatase activation
SET_327	AMP;succinate	SMPDB:Butyrate Metabolism|INOH:Butanoate metabolism
SET_328	AMP;thiamine	HumanCyc:thiamin salvage III
SET_329	Arachidonic_acid;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;glutamate_HILIC-pos	SMPDB:Trisalicylate-choline Action Pathway|SMPDB:Acetylsalicylic Acid Action Pathway|SMPDB:Piroxicam Action Pathway|SMPDB:Antrafenine Action Pathway|SMPDB:Naproxen Action Pathway|SMPDB:Ibuprofen Action Pathway|SMPDB:Rofecoxib Action Pathway|SMPDB:Acetaminophen  Action Pathway|SMPDB:Suprofen Action Pathway|SMPDB:Leukotriene C4 Synthesis Deficiency|SMPDB:Carprofen Action Pathway|SMPDB:Valdecoxib Action Pathway|SMPDB:Mefenamic Acid Action Pathway|SMPDB:Indomethacin Action Pathway|SMPDB:Meloxicam Action Pathway|SMPDB:Magnesium salicylate Action Pathway|SMPDB:Oxaprozin Action Pathway|SMPDB:Tiaprofenic Acid Action Pathway|SMPDB:Tolmetin Action Pathway|SMPDB:Tenoxicam Action Pathway|SMPDB:Ketorolac Action Pathway|SMPDB:Nepafenac Action Pathway|SMPDB:Celecoxib Action Pathway|SMPDB:Salicylate-sodium Action Pathway|SMPDB:Etodolac Action Pathway|SMPDB:Diclofenac Action Pathway|SMPDB:Phenylbutazone Action Pathway|SMPDB:Flurbiprofen Action Pathway|SMPDB:Antipyrine Action Pathway|SMPDB:Nabumetone Action Pathway|SMPDB:Salsalate Action Pathway|SMPDB:Lumiracoxib Action Pathway|SMPDB:Bromfenac Action Pathway|SMPDB:Arachidonic Acid Metabolism|SMPDB:Sulindac Action Pathway|SMPDB:Lornoxicam Action Pathway|SMPDB:Fenoprofen Action Pathway|SMPDB:Ketoprofen Action Pathway|SMPDB:Diflunisal Action Pathway|SMPDB:Etoricoxib Action Pathway
SET_330	Arachidonic_acid;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;glutamate_HILIC-pos;Salicylic_acid	SMPDB:Salicylic Acid Action Pathway
SET_331	Arachidonic_acid;C16:0_Ceramide_(d18:1);C22:0_Ceramide_(d18:1);C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1)	Wikipathways:TNF alpha Signaling Pathway|Wikipathways:Nanoparticle triggered regulated necrosis
SET_332	Arachidonic_acid;C16:0_Ceramide_(d18:1);C22:0_Ceramide_(d18:1);C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C40:6_PS	KEGG:Leishmaniasis - Homo sapiens (human)
SET_333	Arachidonic_acid;C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4	KEGG:Ovarian steroidogenesis - Homo sapiens (human)
SET_334	Arachidonic_acid;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:0_PE;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:3_PE;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:9_PC;GABA;glutamate_HILIC-pos	KEGG:Retrograde endocannabinoid signaling - Homo sapiens (human)
SET_335	Arachidonic_acid;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC	KEGG:Arachidonic acid metabolism - Homo sapiens (human)
SET_336	Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4	KEGG:GnRH signaling pathway - Homo sapiens (human)|KEGG:Fc epsilon RI signaling pathway - Homo sapiens (human)|KEGG:Oxytocin signaling pathway - Homo sapiens (human)
SET_337	Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;Sphingosine_1-Phosphate	KEGG:Fc gamma R-mediated phagocytosis - Homo sapiens (human)
SET_338	Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;glutamate_HILIC-pos	KEGG:Long-term depression - Homo sapiens (human)
SET_339	Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;serotonin	KEGG:Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
SET_340	Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;serotonin;tryptophan_HILIC-neg;tryptophan_HILIC-pos	KEGG:Serotonergic synapse - Homo sapiens (human)
SET_341	Arachidonic_acid;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE	BioCarta:metabolism of anandamide an endogenous cannabinoid
SET_342	Arachidonic_acid;Capric_acid;Caprylic_acid;caprylic_acid;Docosahexaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Linoleic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;Stearic_acid	HumanCyc:triacylglycerol degradation|HumanCyc:the visual cycle I (vertebrates)
SET_343	Arachidonic_acid;Capric_acid;Caprylic_acid;caprylic_acid;Docosahexaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Linoleic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;phosphocholine;Stearic_acid	HumanCyc:sphingomyelin metabolism/ceramide salvage
SET_344	Arachidonic_acid;Capric_acid;Caprylic_acid;caprylic_acid;choline;Docosahexaenoic_acid;Dodecanoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Linoleic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;phosphocholine;Stearic_acid	HumanCyc:phospholipases
SET_345	Arachidonic_acid;Chenodeoxycholate;Cortexolone;Cortisol;Deoxycholate;Dodecanoic_acid;Lithocholate	Reactome:Cytochrome P450 - arranged by substrate type
SET_346	Arachidonic_acid;Chenodeoxycholate;Deoxycholate;Eicosapentaenoic_acid;eicosapentaenoic_acid;Linoleic_acid;Lithocholate;Palmitic_acid	Wikipathways:Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
SET_347	Arachidonic_acid;Cortisol	Wikipathways:Prostaglandin Synthesis and Regulation
SET_348	Arachidonic_acid;Docosahexaenoic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Gamma-Linolenic_acid;Linoleic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;Palmitoleic_acid;Stearic_acid	HumanCyc:retinol biosynthesis
SET_349	Arachidonic_acid;Dodecanoic_acid	Reactome:Fatty acids
SET_350	Arachidonic_acid;Eicosapentaenoic_acid;eicosapentaenoic_acid;Linoleic_acid;Palmitic_acid	Wikipathways:Circadian Clock|Wikipathways:RORA activates gene expression|Wikipathways:YAP1- and WWTR1 (TAZ)-stimulated gene expression|Wikipathways:Transcriptional regulation of white adipocyte differentiation|Wikipathways:Activation of gene expression by SREBF (SREBP)|Reactome:Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)|Wikipathways:BMAL1-CLOCK,NPAS2 activates circadian gene expression
SET_351	Arachidonic_acid;GDP	BioCarta:aspirin blocks signaling pathway involved in platelet activation
